gvkey,from,thru,conm,co_conm,co_tic
12726,19940301,,S&P 1500 Super Composite,UNUM GROUP,UNM
10867,19670101,,S&P 1500 Super Composite,UNION PACIFIC CORP,UNP
10757,20000427,20140817,S&P 1500 Super Composite,UNS ENERGY CORP,UNS
10877,20010803,,S&P 1500 Super Composite,UNIT CORP,UNT
124198,20060417,20131031,S&P 1500 Super Composite,UNITED ONLINE INC,UNTD
10920,20020722,,S&P 1500 Super Composite,UNITED PARCEL SERVICE INC,UPS
29150,20030424,,S&P 1500 Super Composite,URBAN OUTFITTERS INC,URBN
66065,20000929,,S&P 1500 Super Composite,UNITED RENTALS INC,URI
10813,19990609,20141019,S&P 1500 Super Composite,URS CORP,URS
4723,19990104,,S&P 1500 Super Composite,U S BANCORP,USB
120824,20160119,,S&P 1500 Super Composite,U S CONCRETE INC,USCR
25318,20151028,,S&P 1500 Super Composite,U S PHYSICAL THERAPY INC,USPH
28938,19970331,20170529,S&P 1500 Super Composite,ULTRATECH INC,UTEK
121440,20080915,,S&P 1500 Super Composite,UNITED THERAPEUTICS CORP,UTHR
156633,20060126,20161003,S&P 1500 Super Composite,UNIVERSAL TECHNICAL INST,UTI
141001,20110428,20160124,S&P 1500 Super Composite,UTI WORLDWIDE INC,UTIW
10983,19670101,,S&P 1500 Super Composite,UNITED TECHNOLOGIES CORP,UTX
26016,20140303,,S&P 1500 Super Composite,UNIVERSAL INSURANCE HLDGS,UVE
11017,19910601,,S&P 1500 Super Composite,UNIVERSAL CORP/VA,UVV
179534,20091221,,S&P 1500 Super Composite,VISA INC,V
191255,20111122,,S&P 1500 Super Composite,MARRIOTT VACATIONS WORLDWIDE,VAC
11096,20000619,20170601,S&P 1500 Super Composite,VALSPAR CORP,VAL
11115,19941230,,S&P 1500 Super Composite,VARIAN MEDICAL SYSTEMS INC,VAR
125000,20150224,20170220,S&P 1500 Super Composite,VASCULAR SOLUTIONS INC,VASC
25021,20110819,20140202,S&P 1500 Super Composite,VALASSIS COMMUNICATIONS INC,VCI
66686,20120403,,S&P 1500 Super Composite,VASCO DATA SEC INTL INC,VDSI
11124,20011231,,S&P 1500 Super Composite,VEECO INSTRUMENTS INC,VECO
11060,19790501,,S&P 1500 Super Composite,VF CORP,VFC
166562,20170810,,S&P 1500 Super Composite,VONAGE HOLDINGS CORP,VG
165675,20060103,,S&P 1500 Super Composite,VIACOM INC,VIAB
29241,20000727,,S&P 1500 Super Composite,VIAVI SOLUTIONS INC,VIAV
21238,19941001,,S&P 1500 Super Composite,VICOR CORP,VICR
12433,20060919,,S&P 1500 Super Composite,MERIDIAN BIOSCIENCE INC,VIVO
15247,19910601,,S&P 1500 Super Composite,VALERO ENERGY CORP,VLO
160505,20100813,20131001,S&P 1500 Super Composite,VOLTERRA SEMICONDUCTOR CORP,VLTR
11861,20090102,,S&P 1500 Super Composite,VALLEY NATIONAL BANCORP,VLY
11228,19950403,,S&P 1500 Super Composite,VULCAN MATERIALS CO,VMC
11094,19941001,,S&P 1500 Super Composite,VALMONT INDUSTRIES INC,VMI
11220,20050812,,S&P 1500 Super Composite,VORNADO REALTY TRUST,VNO
13354,20000131,20161009,S&P 1500 Super Composite,VOXX INTERNATIONAL CORP,VOXX
64004,20070126,20140123,S&P 1500 Super Composite,VIROPHARMA INC,VPHM
185195,20160301,,S&P 1500 Super Composite,VERA BRADLEY INC,VRA
29004,20170130,,S&P 1500 Super Composite,VAREX IMAGING CORP,VREX
180652,20151008,,S&P 1500 Super Composite,VERISK ANALYTICS INC,VRSK
66368,20060201,,S&P 1500 Super Composite,VERISIGN INC,VRSN
25030,20120117,,S&P 1500 Super Composite,VIRTUS INVESTMENT PTNRS INC,VRTS
177871,20110830,,S&P 1500 Super Composite,VIRTUSA CORP,VRTU
19858,20140702,,S&P 1500 Super Composite,VERITIV CORP,VRTV
24344,19941001,,S&P 1500 Super Composite,VERTEX PHARMACEUTICALS INC,VRTX
64088,20000703,,S&P 1500 Super Composite,VIASAT INC,VSAT
11191,19950818,,S&P 1500 Super Composite,VISHAY INTERTECHNOLOGY INC,VSH
178201,20110127,,S&P 1500 Super Composite,VITAMIN SHOPPE INC,VSI
26709,20161003,,S&P 1500 Super Composite,VERSUM MATERIALS INC,VSM
22653,20150210,,S&P 1500 Super Composite,VISTA OUTDOOR INC,VSTO
110179,20090304,,S&P 1500 Super Composite,VENTAS INC,VTR
5918,19910601,,S&P 1500 Super Composite,VECTREN CORP,VVC
160785,20040708,,S&P 1500 Super Composite,VIAD CORP,VVI
27373,20170516,,S&P 1500 Super Composite,VALVOLINE INC,VVV
2136,19840101,,S&P 1500 Super Composite,VERIZON COMMUNICATIONS INC,VZ
60979,20071119,,S&P 1500 Super Composite,WABTEC CORP,WAB
14253,19990616,,S&P 1500 Super Composite,WESTAMERICA BANCORPORATION,WABC
17145,20000601,,S&P 1500 Super Composite,WASHINGTON FEDERAL INC,WAFD
187105,20130626,,S&P 1500 Super Composite,WAGEWORKS INC,WAGE
61574,19990813,,S&P 1500 Super Composite,WATERS CORP,WAT
11264,19791001,,S&P 1500 Super Composite,WALGREENS BOOTS ALLIANCE INC,WBA
115404,20160404,20170917,S&P 1500 Super Composite,WEBMD HEALTH CORP,WBMD
17150,19990902,,S&P 1500 Super Composite,WEBSTER FINANCIAL CORP,WBS
133432,20030313,20130625,S&P 1500 Super Composite,WEBSENSE INC,WBSN
260778,20070323,,S&P 1500 Super Composite,WELLCARE HEALTH PLANS INC,WCG
145186,20160906,20170212,S&P 1500 Super Composite,WCI COMMUNITIES INC,WCIC
110732,20011101,20160531,S&P 1500 Super Composite,WASTE CONNECTIONS INC,WCN
185370,20150501,,S&P 1500 Super Composite,WALKER & DUNLOP INC,WD
11399,20050614,,S&P 1500 Super Composite,WESTERN DIGITAL CORP,WDC
11234,19941001,,S&P 1500 Super Composite,WD-40 CO,WDFC
66599,20000601,,S&P 1500 Super Composite,WADDELL&REED FINL INC  -CL A,WDR
11550,19910601,,S&P 1500 Super Composite,WEC ENERGY GROUP INC,WEC
11555,20020211,20150630,S&P 1500 Super Composite,INTEGRYS HOLDING INC,WEC3
5543,20071109,,S&P 1500 Super Composite,WELLTOWER INC,WELL
3708,20030905,,S&P 1500 Super Composite,WENDY'S CO,WEN
12266,19941001,,S&P 1500 Super Composite,WERNER ENTERPRISES INC,WERN
24750,20150612,,S&P 1500 Super Composite,WISDOMTREE INVESTMENTS INC,WETF
162385,20071116,,S&P 1500 Super Composite,WEX INC,WEX
8007,19760601,,S&P 1500 Super Composite,WELLS FARGO & CO,WFC
24893,19941001,20170828,S&P 1500 Super Composite,WHOLE FOODS MARKET INC,WFM
11296,19910601,,S&P 1500 Super Composite,WGL HOLDINGS INC,WGL
11537,19941001,,S&P 1500 Super Composite,WINNEBAGO INDUSTRIES,WGO
11465,19670101,,S&P 1500 Super Composite,WHIRLPOOL CORP,WHR
64218,20060501,20160731,S&P 1500 Super Composite,WILSHIRE BANCORP INC,WIBC
174490,20060718,20150601,S&P 1500 Super Composite,WINDSTREAM HOLDINGS INC,WIN
23843,20161202,,S&P 1500 Super Composite,WINGSTOP INC,WING
25572,20090908,,S&P 1500 Super Composite,ENCORE WIRE CORP,WIRE
24544,20170306,,S&P 1500 Super Composite,WILLIAM LYON HOMES,WLH
144009,20160105,,S&P 1500 Super Composite,WILLIS TOWERS WATSON PLC,WLTW
14477,20050829,,S&P 1500 Super Composite,WASTE MANAGEMENT INC,WM
11506,19750201,,S&P 1500 Super Composite,WILLIAMS COS INC,WMB
11509,20001218,20131017,S&P 1500 Super Composite,WMS INDUSTRIES INC,WMS-1
11259,20050829,,S&P 1500 Super Composite,WALMART INC,WMT
24720,20160826,,S&P 1500 Super Composite,WABASH NATIONAL CORP,WNC
165652,20141125,20170601,S&P 1500 Super Composite,WESTERN REFINING INC,WNR
24539,20041025,20170917,S&P 1500 Super Composite,VCA INC,WOOF
11600,19880701,,S&P 1500 Super Composite,WORTHINGTON INDUSTRIES,WOR
20344,20140529,,S&P 1500 Super Composite,WASHINGTON PRIME GROUP INC,WPG
11315,19910601,20160120,S&P 1500 Super Composite,WAUSAU PAPER CORP,WPP-2
187128,20120103,,S&P 1500 Super Composite,WPX ENERGY INC,WPX
6338,20000830,,S&P 1500 Super Composite,WESTAR ENERGY INC,WR
14822,20030428,,S&P 1500 Super Composite,BERKLEY (W R) CORP,WRB
11340,20041201,,S&P 1500 Super Composite,WEINGARTEN REALTY INVST,WRI
29830,20020816,20150630,S&P 1500 Super Composite,WESTROCK CO,WRK
29830,20150702,,S&P 1500 Super Composite,WESTROCK CO,WRK
24725,20040518,,S&P 1500 Super Composite,WORLD ACCEPTANCE CORP/DE,WRLD
11511,19941001,,S&P 1500 Super Composite,WILLIAMS-SONOMA INC,WSM
11313,19971118,,S&P 1500 Super Composite,WATSCO INC,WSO
185453,20170913,,S&P 1500 Super Composite,WHITESTONE REIT,WSR
11376,20080229,,S&P 1500 Super Composite,WEST PHARMACEUTICAL SVSC INC,WST
63781,20021014,,S&P 1500 Super Composite,WINTRUST FINANCIAL CORP,WTFC
8542,19941001,,S&P 1500 Super Composite,AQUA AMERICA INC,WTR
12445,19910601,,S&P 1500 Super Composite,WATTS WATER TECHNOLOGIES INC,WTS
175263,20061002,,S&P 1500 Super Composite,WESTERN UNION CO,WU
13540,20130524,20170411,S&P 1500 Super Composite,WHITEWAVE FOODS CO,WWAV
11580,20010611,,S&P 1500 Super Composite,WOODWARD INC,WWD
125240,20160121,,S&P 1500 Super Composite,WORLD WRESTLING ENTMT INC,WWE
11566,19941001,,S&P 1500 Super Composite,WOLVERINE WORLD WIDE,WWW
11456,20050829,,S&P 1500 Super Composite,WEYERHAEUSER CO,WY
174729,20060801,,S&P 1500 Super Composite,WYNDHAM WORLDWIDE CORP,WYN
149318,20081114,,S&P 1500 Super Composite,WYNN RESORTS LTD,WYNN
23978,20050829,,S&P 1500 Super Composite,UNITED STATES STEEL CORP,X
150699,20021001,,S&P 1500 Super Composite,CIMAREX ENERGY CO,XEC
7977,20050829,,S&P 1500 Super Composite,XCEL ENERGY INC,XEL
24318,20050829,,S&P 1500 Super Composite,XL GROUP LTD,XL
22325,20050829,,S&P 1500 Super Composite,XILINX INC,XLNX
189490,20111101,20150528,S&P 1500 Super Composite,EXELIS INC,XLS
4503,20050829,,S&P 1500 Super Composite,EXXON MOBIL CORP,XOM
127094,20070817,,S&P 1500 Super Composite,XO GROUP INC,XOXO
156153,20100219,20170222,S&P 1500 Super Composite,XPERI CORPORATION,XPER
156153,20170224,,S&P 1500 Super Composite,XPERI CORPORATION,XPER
13700,19950118,,S&P 1500 Super Composite,DENTSPLY SIRONA INC,XRAY
11636,20050829,,S&P 1500 Super Composite,XEROX CORP,XRX
140759,20121224,20170419,S&P 1500 Super Composite,IXIA,XXIA
189491,20111101,,S&P 1500 Super Composite,XYLEM INC,XYL
1274,20120306,,S&P 1500 Super Composite,ALLEGHANY CORP,Y
65417,20050829,,S&P 1500 Super Composite,YUM BRANDS INC,YUM
28499,20161101,20161101,S&P 1500 Super Composite,YUM CHINA HOLDINGS INC,YUMC
144559,20050829,,S&P 1500 Super Composite,ZIMMER BIOMET HOLDINGS INC,ZBH
24405,19941001,,S&P 1500 Super Composite,ZEBRA TECHNOLOGIES CP  -CL A,ZBRA
178538,20071101,20150625,S&P 1500 Super Composite,ZEP INC,ZEP
29870,20080528,,S&P 1500 Super Composite,OLYMPIC STEEL INC,ZEUS
11687,20050829,,S&P 1500 Super Composite,ZIONS BANCORPORATION,ZION
11669,19980515,20140602,S&P 1500 Super Composite,ZALE CORP,ZLC
187653,20160201,20170427,S&P 1500 Super Composite,ZELTIQ AESTHETICS INC,ZLTQ
12868,19990428,20150628,S&P 1500 Super Composite,QUIKSILVER INC,ZQKSQ
13721,20130624,,S&P 1500 Super Composite,ZOETIS INC,ZTS
162988,20070904,,S&P 1500 Super Composite,ZUMIEZ INC,ZUMZ
24609,20160513,20160513,S&P 1500 Super Composite,,
